!!바로오늘!!연암관로비!!4시 30분까지만!! 파란학기 성과발표회 구경하시고 선착순 기념품 받아가세요 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=118264&article.offset=620&articleLimit=10
[홍보] 한중일3국협력사무국(TCS) 주최 한·중·일 대학(원)생 대상 행사 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=118265&article.offset=620&articleLimit=10
[홍보] 한국교통안전공단 알뜰교통카드 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=120786&article.offset=620&articleLimit=10
[다산학부대학] 2021-동계 계절학기 BSM 추가 여석 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=120787&article.offset=620&articleLimit=10
[다산학부대학] 2021-동계 계절학기 영역별교양 추가 여석 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=122574&article.offset=620&articleLimit=10
[대학일자리플러스센터] 2021 서울시 여성 일자리 박람회 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=123405&article.offset=620&articleLimit=10
[총무팀] 코로나19 확진자 발생 알림 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=123408&article.offset=620&articleLimit=10
[공학교육혁신센터] 2021 AJOU E-UR Poster 온라인 전시 참여하고 경품 받자! 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=123412&article.offset=610&articleLimit=10
[다산학부대학] 2021-동계 계절학기 BSM 추가 여석 안내(수정) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=123414&article.offset=610&articleLimit=10
[공학교육혁신센터] 2021 Intercultural Peer Learning 참가 학생 모집 (~12/8(수)까지) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=123416&article.offset=610&articleLimit=10
[학생상담소] 2021학년도 학생상담소 상담수기공모전 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=127925&article.offset=610&articleLimit=10
[메이커스페이스]유니티엔진을 활용한 콘텐츠 제작 기초·응용 교육 교육생 모집 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=127935&article.offset=610&articleLimit=10
[긴급] 자료실 임시 휴관(2022 수시 논술고사 시행  및 코로나 방역 대응) 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=127940&article.offset=610&articleLimit=10
[파란학기] CIWEI팀 아쿠아로레 전시 개최 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=127971&article.offset=610&articleLimit=10
[대학일자리플러스센터] NEW! 진로(저학년)/ 취업(고학년) 워크북  자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=127976&article.offset=610&articleLimit=10
"[12월6일(월) 10시접수~] 2021 동계 반도체 공정실습 과정(패터닝, 전기적 특성측정 및 분석, 박막형성) 자세히 보기",https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=127979&article.offset=610&articleLimit=10
[대학일자리플러스센터] 12월 1주차 이공계인력중개센터 채용 정보   자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=127983&article.offset=610&articleLimit=10
[글로벌미래교육원]실무영어자격증/토익스피킹 겨울특강 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=130330&article.offset=600&articleLimit=10
[공학교육혁신센터] 2021 Intercultural Peer Learning Program 참가 학생 모집 (~12/8(수)까지) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=130340&article.offset=600&articleLimit=10
[공학교육혁신센터] 2021 AJOU E-UR Poster 온라인 전시 참여하고 경품 받자! 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=130342&article.offset=600&articleLimit=10
[오늘] 총장티타임 행사 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=130344&article.offset=600&articleLimit=10
(마감) 2022 로스쿨준비반 양현재(養賢齋) 모집공고 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=130347&article.offset=600&articleLimit=10
[학습법] 2021-2학기 수업 참여 사례 공모전 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=130349&article.offset=600&articleLimit=10
[학습법] 2021-2학기 온라인 학습법 컨설팅 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=130350&article.offset=600&articleLimit=10
[학습법] 2021-2학기 온라인 학습법 특강 수강 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=130351&article.offset=600&articleLimit=10
[대학일자리플러스센터][Rising Startup] 스타트업 연합채용설명회 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=132263&article.offset=600&articleLimit=10
[시설팀] 상수도관 보수공사에 따른 단수 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=132456&article.offset=600&articleLimit=10
[대학일자리플러스센터]대학일자리플러스센터 서비스 모아보기! 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=132506&article.offset=590&articleLimit=10
[홍보]  2021 글로벌 AI 컨퍼런스 참여안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=132518&article.offset=590&articleLimit=10
[홍보] 2021년도 APEC 앙트너프러너십 교육프로그램(AEEP) 국내 대학생 참가자 선발 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=133441&article.offset=590&articleLimit=10
[대학일자리플러스센터]K-Digital Credit 디지털 기초역량훈련과정!!(수강생 리뷰 포함) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=134498&article.offset=590&articleLimit=10
2021-2학기 제 14회 강의페어링 공모전 포스터 판넬 전시  자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=139599&article.offset=590&articleLimit=10
[재공지]「대학혁신지원사업 성과 확산 포럼-학생 성공을 위한 교육 혁신」안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=140190&article.offset=590&articleLimit=10
2022년 1학기 삼성드림클래스 대학생 멘토 선발_12.20(월) 10:00 마감 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=140194&article.offset=590&articleLimit=10
[메이커스페이스]3D스캔을 활용한 포토리얼리즘 3D데이터 제작 기초·응용 교육 교육생 모집 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=140198&article.offset=590&articleLimit=10
[학습법] 2021학년도 학습리더워크숍(1차) 안내  자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=140932&article.offset=590&articleLimit=10
[학습법] 2021학년도 학습리더워크숍(2차) 안내  자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=141511&article.offset=590&articleLimit=10
[학습법] 2021학년도 학습리더워크숍(3차) 안내  자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=141545&article.offset=580&articleLimit=10
 IDC(Internet Data Center)구축을 위한 전산서비스 중지 안내 / 2022.2.26(토) 09:00 ~ 27(일) 18:00 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=141548&article.offset=580&articleLimit=10
[LINC+] 2021 동계방학 현장실습 학생 지원신청 안내(★현재 접수중) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=141551&article.offset=580&articleLimit=10
[공학교육혁신센터] 영상 크리에이터 마스터 교육 과정 개최 및 학생 모집 안내(~12/12) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=141553&article.offset=580&articleLimit=10
[대학일자리플러스센터] 2022-상반기 대비 공기업 직무적성(NCS 문제풀이 특강) 프로그램 참여 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=141578&article.offset=580&articleLimit=10
[대학일자리플러스센터] 2022-상반기 대비 대기업 직무적성 프로그램 참여 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=141579&article.offset=580&articleLimit=10
[Remind][학사] 2022-1학기 휴학/복학 신청 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=141580&article.offset=580&articleLimit=10
[Remind][학사]2022-1학기 재입학 시행 안내(12.01.~12.23.) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=141581&article.offset=580&articleLimit=10
[대학일자리플러스센터] 경기지역 대학일자리플러스센터 연합캠프 참여자 모집합니다!  자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=142121&article.offset=580&articleLimit=10
"시스템 보안 작업으로 인한 전산 서비스 중지 안내(12/16, 목) 자세히 보기",https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=142381&article.offset=580&articleLimit=10
[국가근로] 2021학년도 2학기 동계방학 일반 교내외 국가근로장학생 대체선발 공고(희망근로장학기관 신청 필수) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=142626&article.offset=570&articleLimit=10
2022학년도 1학기 장학신청_12.31(금)까지 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=142664&article.offset=570&articleLimit=10
[공학교육혁신센터] 2021 AJOU E-UR Poster 온라인 전시 참여하고 경품 받자! 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=142669&article.offset=570&articleLimit=10
[의과대학 교학팀] 재학생 단기 아르바이트 모집(집기비품 운반)  자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=142689&article.offset=570&articleLimit=10
[학생상담소] 2021학년도 학생상담소 상담수기공모전 (D-3) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=144554&article.offset=570&articleLimit=10
[대학일자리플러스센터] 2022 KOFA주한외국기업연합회 서포터즈 16기 모집공지 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=144577&article.offset=570&articleLimit=10
[학부]2021-2학기 수업 운영 안내 (12.8 업데이트) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=144649&article.offset=570&articleLimit=10
2021-2학기 기말고사 대면시험 응시자의 원격시험을 위한 PC실(강의실) 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=145123&article.offset=570&articleLimit=10
[대학일자리플러스센터]  매일유업(주) 영업직무 채용연계형 인턴십 추천채용 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=145126&article.offset=570&articleLimit=10
[장학] 2022년 건설근로자 대학생 자녀 [협성장학생] 신청 안내_1월 10일까지 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=146890&article.offset=570&articleLimit=10
[재안내-학부]2021-2학기 수업평가 실시 안내(Fall Semester Course Evaluation) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=146894&article.offset=560&articleLimit=10
[메이커스페이스] 운영일자 변경안내 (2021.12.08-12.17) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=146898&article.offset=560&articleLimit=10
[대학일자리플러스센터] '21대학일자리(플러스)센터 체감도조사 - 경품 당첨자 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=146909&article.offset=560&articleLimit=10
[공학교육혁신센터] 2021 한국신재생에너지SC와 함께하는 수소·연료전지 분야 직무 교육 및 설명회(~16일 10시) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=146919&article.offset=560&articleLimit=10
K-BioX & K-Genome 공동 심포지엄 개최 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=146928&article.offset=560&articleLimit=10
인공지능융합학과와 LINC+사업단이 함께하는 AI 스타트업 실무 전문가 세미나 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=146929&article.offset=560&articleLimit=10
"★수강신청,공고성적 불이익★ 공학인증 2021학년도 2학기 학생상담 안내 (2021.12.13.까지) 자세히 보기",https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=146974&article.offset=560&articleLimit=10
편입학전형 일정 안내 및 협조 요청 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147035&article.offset=560&articleLimit=10
2022-1학기 파란학기 신청 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147041&article.offset=560&articleLimit=10
2022-1학기 파란학기 MOOC 신청 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147043&article.offset=560&articleLimit=10
[공학교육혁신센터] 2021 AJOU E-UR Poster 온라인 전시 참여하고 경품 받자!(~10일 3시까지) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147159&article.offset=550&articleLimit=10
「대학혁신지원사업 성과 확산 포럼-학생 성공을 위한 교육 혁신」안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147160&article.offset=550&articleLimit=10
2021-2학기 기말고사 대면시험 응시자의 원격시험을 위한 PC실(강의실) 안내(12.10.추가) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147166&article.offset=550&articleLimit=10
(학사과정) 2021-동계 계절수업 수강료 납부 및 환불 안내 (2021.12.14. ~ 12.16.)(계절학기 등록) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147170&article.offset=550&articleLimit=10
중앙도서관 방역패스 시행 안내 ('21.12.13 월요일 ~) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147174&article.offset=550&articleLimit=10
Implementation of Library Vaccination Pass ('21.12.13 Mon ~) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147175&article.offset=550&articleLimit=10
[장학] 2022-1학기 농립축산식품부 대학장학금 신청 안내_1.15(수) 17시까지 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147176&article.offset=550&articleLimit=10
[12월 13일] 총장티타임 행사 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147180&article.offset=550&articleLimit=10
[대학일자리플러스센터] 12월 2주차 이공계인력중개센터 채용 정보  자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147181&article.offset=550&articleLimit=10
[긴급공지] 실험동물연구센터 세척기 고장에 따른 케이지 교체 주기 변경 공지 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147183&article.offset=550&articleLimit=10
[대학일자리플러스센터] 삼성그룹 자소서 완성반 참여자 모집 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147189&article.offset=540&articleLimit=10
[대학일자리플러스센터] 동계 빅데이터 단기스쿨(입문/심화) 참여자 모집 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147190&article.offset=540&articleLimit=10
[파란학기] AMA팀 온라인 콘서트 개최 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147193&article.offset=540&articleLimit=10
[대학일자리플러스센터] (선착순)동계방학 취업동아리13기 모집중! 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147195&article.offset=540&articleLimit=10
[자연대] 2021-2학기 화학 BSM 과목 기말고사 대학원생 부감독 모집(선착순) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147196&article.offset=540&articleLimit=10
[자연대] 2021-2학기 수학 BSM 과목 기말고사 대학원생 부감독 모집(선착순) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147198&article.offset=540&articleLimit=10
[시설팀] 상수도관 보수공사 완료 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147199&article.offset=540&articleLimit=10
21학년도 제8차 동물실험기초/보수교육 -2021년 12월 29일(수)-온라인교육 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147203&article.offset=540&articleLimit=10
[오늘] 총장티타임 행사 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147272&article.offset=540&articleLimit=10
[대학일자리플러스센터] 아이티센그룹 IT엔지니어 추천채용  자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147386&article.offset=540&articleLimit=10
[대학일자리플러스센터] 산규주식회사 플랜트엔지니어링 모집 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147441&article.offset=530&articleLimit=10
"★수강신청,공고성적 불이익★ 공학인증 2021학년도 2학기 학생상담 기간 연장 안내 (2021.12.17.까지) 자세히 보기",https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147470&article.offset=530&articleLimit=10
[봉사활동] 「결식아동돕기 사랑의 쌀」배달 봉사자 모집(마감) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147656&article.offset=530&articleLimit=10
[총무팀] 코로나19 확진자 발생 알림 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147709&article.offset=530&articleLimit=10
[의과대학 교학팀] 재학생 단기 아르바이트 모집(집기비품 운반)  자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147785&article.offset=530&articleLimit=10
[교무팀] 대면시험 방역수칙 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147798&article.offset=530&articleLimit=10
2021-2학기 기말고사 부정행위 방지 관련 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147799&article.offset=530&articleLimit=10
[수원도시재단] 혁신 아이디어 도출 우수 메이커 경연대회  참가자 모집(~12/19 마감) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147801&article.offset=530&articleLimit=10
아주대 학보사 수습기자 정기모집 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147802&article.offset=530&articleLimit=10
[대학일자리플러스센터] (주)유베이스 GBS 특별과제 진행 인턴 추천채용 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147805&article.offset=530&articleLimit=10
(학사과정) 2021-동계 계절수업 수강료 납부 및 환불 안내 (2021.12.14. ~ 12.16.)(계절학기 등록) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147807&article.offset=520&articleLimit=10
[대학일자리플러스센터] 파이널 취업특강 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147809&article.offset=520&articleLimit=10
[파란학기제] 2022-1학기 파란학기제 설명회 개최 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147813&article.offset=520&articleLimit=10
[경기도일자리재단]2021 경기도 온라인 청년 채용 박람회 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147833&article.offset=520&articleLimit=10
「제7회 대학혁신지원사업 Webinar 컨퍼런스」 개최 안내   자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147870&article.offset=520&articleLimit=10
(기간연장) [메이커스페이스] 운영일자 변경안내 (2021.12.08-12.24) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147882&article.offset=520&articleLimit=10
[대학일자리플러스센터] STA 테스팅컨설팅 채용전환형 인턴십 및 실무 기초교육 프로그램 참여자 모집 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147899&article.offset=520&articleLimit=10
[대학일자리플러스센터] 2021 SW역량테스트 대비 모의테스트 모집 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147902&article.offset=520&articleLimit=10
[아주강좌] 2022-1 아주강좌 강연자 추천요청 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147903&article.offset=520&articleLimit=10
[총무팀] 코로나19 확진자 발생 알림 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147913&article.offset=520&articleLimit=10
[국제대학원] 함께 일할 근로장학생을 모집합니다. 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147929&article.offset=510&articleLimit=10
[접수 마감되었습니다!] [국제교육센터] 제70회 모의토익 실시 공고(2022.1.4(화) 15:30) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147943&article.offset=510&articleLimit=10
[메이커스페이스] 감각적인 PT를 위한 렌더링&이미지편집 기초교육 교육생 모집 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147948&article.offset=510&articleLimit=10
[공학교육혁신센터] 2021 Global Dream Connecting 개최(~12/31) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147956&article.offset=510&articleLimit=10
[혁신공유대학사업](재공지) 2021학년도 동계 미래자동차 분야 '인문사회계열(분반)' 취업역량 아카데미(Skill-Up 프로그램) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147957&article.offset=510&articleLimit=10
[대학일자리플러스센터]동계방학 컨설팅분야 일경험 추천 (주)유베이스 금일 14시 마감 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147958&article.offset=510&articleLimit=10
[Remind][학사]2022-1학기 재입학 시행 안내(12.01.~12.23.) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147965&article.offset=510&articleLimit=10
[Remind][학사] 2022-1학기 휴학/복학 신청 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147966&article.offset=510&articleLimit=10
(오늘5시마감)(학사과정) 2021-동계 계절수업 수강료 납부 및 환불 안내 (2021.12.14. ~ 12.16.)(계절학기 등록) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147972&article.offset=510&articleLimit=10
아주대 x AUTISTAR 머그컵 구매 방법 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147976&article.offset=0&articleLimit=10
[아주규제과학센터] 융복합의료제품 규제과학연구센터 근로학생 모집 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147981&article.offset=510&articleLimit=10
실험실 안전관리 정보망 홈페이지 정상 운영 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147982&article.offset=500&articleLimit=10
[학부][졸업]2022-1학기 학사학위취득유예 신청 안내(2021.12.29.~2022.01.18.) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147983&article.offset=500&articleLimit=10
(학사)2021-동계 계절수업 수업운영방식 변경 안내(비대면 수업 전환) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147989&article.offset=500&articleLimit=10
[홍보] 국립국제교육원 - 2022-2023 중국 정부초청 장학생 선발 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147993&article.offset=500&articleLimit=10
[장학]2022학년도 1학기 농어촌희망재단 농림축산식품부 대학 장학금 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147995&article.offset=500&articleLimit=10
[대학일자리플러스센터] 2022년 국가직 지역인재 7급 수습공무원 추천 대상자 선발 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=147998&article.offset=500&articleLimit=10
[LINC+]총장과 함께하는 LINC+와의 끝없는 도전(소독티슈 배포) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=148014&article.offset=500&articleLimit=10
"★수강신청,공고성적 불이익★ 공학인증 2021학년도 2학기 학생상담 기간 연장 안내 (2021.12.28.까지) 자세히 보기",https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=148017&article.offset=500&articleLimit=10
[대학일자리플러스센터] 12월 3주차 이공계인력중개센터 채용 정보  자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=148020&article.offset=500&articleLimit=10
★아주 희망 카운슬러 추가 모집★ 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=148023&article.offset=500&articleLimit=10
[글로벌미래교육원]실무영어자격증/토익스피킹 겨울특강 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=148024&article.offset=490&articleLimit=10
[총무팀] 폭설 및 결빙 시 교내 도로/출입구 통제 사전 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=148027&article.offset=490&articleLimit=10
[Remind][학사]2022-1학기 재입학 시행 안내(12.01.~12.23.) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=148038&article.offset=490&articleLimit=10
[Remind][학부][졸업]2022-1학기 학사학위취득유예 신청 안내(2021.12.29.~2022.01.18.) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=148039&article.offset=490&articleLimit=10
"[Remind][학부]2022-1학기 휴학, 복학 신청 안내 자세히 보기",https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=148040&article.offset=490&articleLimit=10
[총무팀] 코로나19 확진자 발생 알림 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=148059&article.offset=490&articleLimit=10
[글로벌미래교육원]실무영어자격증/토익스피킹 겨울특강 안내 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=148065&article.offset=490&articleLimit=10
(재공지) [성평등상담소] 제2회 성평등 콘텐츠 공모전 안내 (~01/17) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=148069&article.offset=490&articleLimit=10
[대학일자리플러스센터] (선착순)동계방학 취업동아리13기 모집중! 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=148070&article.offset=490&articleLimit=10
[총무팀] 코로나19 확진자 발생 알림 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=148071&article.offset=490&articleLimit=10
[대학일자리플러스센터](커리어하이) 현직자와 함께 금융권 HOW TO취준 이렇게 준비하자 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=148077&article.offset=480&articleLimit=10
[국가근로] 2021-2학기 한국장학재단 동계방학 집중근로 프로그램 선발자 안내사항(필독) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=148080&article.offset=480&articleLimit=10
[안내] 건물앞 낮은 도로 경계석 부근에 주정차 자제 부탁드립니다. 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=148081&article.offset=480&articleLimit=10
[종합지원센터] 아르바이트 공고 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=148083&article.offset=480&articleLimit=10
[혁신공유대학사업](마감임박) 2021학년도 동계 미래자동차 분야 취업역량 아카데미(Skill-Up 프로그램) 자세히 보기,https://ajou.ac.kr/kr/ajou/notice.do?mode=view&articleNo=148085&article.offset=480&articleLimit=10
